Unnamed: 0,Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter
1345,26/01/2018,93,1,-15.3,34,1.7,2000,-27.6,0.0,0.0,0.5,1,1,0,0,0,1
1350,26/01/2018,64,6,-17.4,40,1.6,2000,-27.7,0.0,0.0,0.5,1,1,0,0,0,1
1356,26/01/2018,111,12,-14.4,30,2.7,1906,-28.2,1.17,0.0,0.5,1,1,0,0,0,1
1360,26/01/2018,147,16,-10.8,28,2.7,1778,-25.8,0.77,0.0,0.4,1,1,0,0,0,1
1365,26/01/2018,130,21,-14.1,36,1.8,1869,-25.9,0.0,0.0,0.3,1,1,0,0,0,1
1381,27/01/2018,189,13,-6.6,27,2.1,1889,-22.5,1.24,0.0,0.3,1,1,0,0,0,1
1383,27/01/2018,192,15,-3.7,26,2.2,1739,-20.4,1.04,0.0,0.0,1,1,0,0,0,1
1384,27/01/2018,195,16,-3.7,25,2.6,1839,-20.9,0.74,0.0,0.0,1,1,0,0,0,1
1407,28/01/2018,217,15,-1.9,23,4.3,2000,-20.3,0.7,0.0,0.0,1,1,0,0,0,1
1408,28/01/2018,187,16,-2.1,27,4.0,2000,-18.6,0.52,0.0,0.0,1,1,0,0,0,1
1409,28/01/2018,178,17,-3.8,32,5.2,2000,-18.1,0.25,0.0,0.0,1,1,0,0,0,1
1415,28/01/2018,81,23,-8.7,42,2.1,1981,-19.3,0.0,0.0,0.0,1,1,0,0,0,1
1416,29/01/2018,80,0,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,1,1,0,0,0,1
1429,29/01/2018,166,13,-6.9,23,4.6,1963,-24.6,1.28,0.0,0.0,1,1,0,0,0,1
1434,29/01/2018,438,18,-6.6,34,2.5,2000,-19.8,0.06,0.0,0.0,1,1,0,0,0,1
1435,29/01/2018,282,19,-7.1,40,3.2,2000,-18.4,0.0,0.0,0.0,1,1,0,0,0,1
1438,29/01/2018,172,22,-8.8,40,3.0,1985,-19.9,0.0,0.0,0.0,1,1,0,0,0,1
1440,30/01/2018,108,0,-10.0,34,1.1,2000,-22.9,0.0,0.0,0.0,1,1,0,0,0,1
1443,30/01/2018,54,3,-10.7,42,1.4,2000,-21.1,0.0,0.0,0.0,1,1,0,0,0,1
1447,30/01/2018,214,7,-11.3,57,0.9,1984,-18.1,0.0,0.0,0.0,1,1,0,0,0,1
1459,30/01/2018,59,19,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,1,1,0,0,0,1
1466,31/01/2018,60,2,-1.6,80,1.4,1097,-4.6,0.0,0.0,3.5,1,1,0,0,0,1
1472,31/01/2018,273,8,-3.6,83,1.7,915,-6.0,0.0,0.0,3.5,1,1,0,0,0,1
1481,31/01/2018,279,17,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,1,1,0,0,0,1
1483,31/01/2018,270,19,-2.2,36,2.2,2000,-15.2,0.0,0.0,1.6,1,1,0,0,0,1
1492,1/2/2018,37,4,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,1,1,0,0,0,1
1498,1/2/2018,168,10,-5.0,41,0.5,1799,-16.2,0.64,0.0,1.5,1,1,0,0,0,1
1502,1/2/2018,256,14,0.8,23,3.2,2000,-18.0,1.29,0.0,0.5,1,1,0,0,0,1
1506,1/2/2018,542,18,-1.0,28,1.9,2000,-17.2,0.08,0.0,0.0,1,1,0,0,0,1
1508,1/2/2018,263,20,-2.4,36,1.0,2000,-15.4,0.0,0.0,0.0,1,1,0,0,0,1
1510,1/2/2018,235,22,-3.9,52,1.2,1871,-12.3,0.0,0.0,0.0,1,1,0,0,0,1
1518,2/2/2018,115,6,-7.0,62,1.3,1830,-13.0,0.0,0.0,0.0,1,1,0,0,0,1
1527,2/2/2018,310,15,3.6,26,2.4,1687,-14.1,0.99,0.0,0.0,1,1,0,0,0,1
1534,2/2/2018,227,22,-2.4,63,1.3,1523,-8.4,0.0,0.0,0.0,1,1,0,0,0,1
1537,3/2/2018,184,1,-2.3,71,3.2,1078,-6.8,0.0,0.0,0.0,1,1,0,0,0,1
1546,3/2/2018,144,10,-8.5,43,4.0,1797,-18.8,1.09,0.0,0.2,1,1,0,0,0,1
1562,4/2/2018,60,2,-10.5,49,2.0,2000,-19.1,0.0,0.0,0.0,1,1,0,0,0,1
1565,4/2/2018,21,5,-11.5,51,3.3,1996,-19.6,0.0,0.0,0.0,1,1,0,0,0,1
1575,4/2/2018,190,15,-6.4,30,4.9,1939,-21.1,1.89,0.0,0.0,1,1,0,0,0,1
1579,4/2/2018,124,19,-7.7,31,3.3,2000,-21.9,0.0,0.0,0.0,1,1,0,0,0,1
1584,5/2/2018,82,0,-10.5,52,2.4,2000,-18.4,0.0,0.0,0.0,1,1,0,0,0,1
1591,5/2/2018,227,7,-11.6,44,1.6,2000,-21.4,0.0,0.0,0.0,1,1,0,0,0,1
1594,5/2/2018,123,10,-9.6,32,3.7,2000,-23.2,1.14,0.0,0.0,1,1,0,0,0,1
1598,5/2/2018,170,14,-6.4,24,4.6,1970,-23.7,2.23,0.0,0.0,1,1,0,0,0,1
1608,6/2/2018,126,0,-10.6,47,3.5,1803,-19.7,0.0,0.0,0.0,1,1,0,0,0,1
1611,6/2/2018,36,3,-11.6,35,3.2,1992,-24.0,0.0,0.0,0.0,1,1,0,0,0,1
1613,6/2/2018,40,5,-12.3,37,2.9,2000,-24.0,0.0,0.0,0.0,1,1,0,0,0,1
1614,6/2/2018,94,6,-12.5,40,3.4,1991,-23.3,0.0,0.0,0.0,1,1,0,0,0,1
1616,6/2/2018,438,8,-12.7,41,3.1,2000,-23.2,0.02,0.0,0.0,1,1,0,0,0,1
1623,6/2/2018,171,15,-5.9,25,3.1,1936,-22.8,1.93,0.0,0.0,1,1,0,0,0,1
1628,6/2/2018,193,20,-9.6,34,2.6,2000,-22.5,0.0,0.0,0.0,1,1,0,0,0,1
1629,6/2/2018,175,21,-10.6,39,3.1,2000,-21.9,0.0,0.0,0.0,1,1,0,0,0,1
1630,6/2/2018,169,22,-11.1,43,1.8,1960,-21.2,0.0,0.0,0.0,1,1,0,0,0,1
1631,6/2/2018,106,23,-11.8,46,1.1,1860,-21.1,0.0,0.0,0.0,1,1,0,0,0,1
1634,7/2/2018,83,2,-12.5,50,1.0,1722,-20.8,0.0,0.0,0.0,1,1,0,0,0,1
1635,7/2/2018,51,3,-12.5,49,1.5,1885,-21.0,0.0,0.0,0.0,1,1,0,0,0,1
1641,7/2/2018,237,9,-12.0,50,1.3,1523,-20.3,0.43,0.0,0.0,1,1,0,0,0,1
1653,7/2/2018,223,21,-6.3,48,2.2,1965,-15.5,0.0,0.0,0.0,1,1,0,0,0,1
1655,7/2/2018,164,23,-7.6,50,1.0,1839,-16.2,0.0,0.0,0.0,1,1,0,0,0,1
1659,8/2/2018,57,3,-8.6,64,0.9,1754,-14.1,0.0,0.0,0.0,1,1,0,0,0,1
1661,8/2/2018,39,5,-9.0,56,0.4,1678,-16.1,0.0,0.0,0.0,1,1,0,0,0,1
1664,8/2/2018,507,8,-9.7,65,0.8,1508,-15.0,0.02,0.0,0.0,1,1,0,0,0,1
1671,8/2/2018,286,15,1.4,25,2.2,1686,-16.5,1.81,0.0,0.0,1,1,0,0,0,1
1674,8/2/2018,564,18,-0.5,26,1.7,1999,-17.7,0.15,0.0,0.0,1,1,0,0,0,1
1676,8/2/2018,277,20,-2.8,40,1.5,1593,-14.5,0.0,0.0,0.0,1,1,0,0,0,1
1677,8/2/2018,268,21,-3.3,42,1.1,1596,-14.4,0.0,0.0,0.0,1,1,0,0,0,1
1681,9/2/2018,159,1,-4.8,44,1.1,1432,-15.2,0.0,0.0,0.0,1,1,0,0,0,1
1682,9/2/2018,107,2,-5.1,47,0.9,1460,-14.6,0.0,0.0,0.0,1,1,0,0,0,1
1684,9/2/2018,46,4,-4.4,47,0.9,1343,-14.0,0.0,0.0,0.0,1,1,0,0,0,1
1707,10/2/2018,145,3,2.0,71,1.2,534,-2.7,0.0,0.0,0.0,1,1,0,0,0,1
1711,10/2/2018,97,7,1.6,81,1.4,393,-1.3,0.0,0.0,0.0,1,1,0,0,0,1
1716,10/2/2018,248,12,2.9,53,4.7,354,-5.7,1.37,0.0,0.0,1,1,0,0,0,1
1720,10/2/2018,291,16,0.3,17,4.9,2000,-21.9,0.87,0.0,0.0,1,1,0,0,0,1
1730,11/2/2018,93,2,-7.0,42,1.6,2000,-17.7,0.0,0.0,0.0,1,1,0,0,0,1
1731,11/2/2018,58,3,-7.2,43,2.0,2000,-17.6,0.0,0.0,0.0,1,1,0,0,0,1
1734,11/2/2018,39,6,-8.4,33,1.4,1963,-21.8,0.0,0.0,0.0,1,1,0,0,0,1
1740,11/2/2018,174,12,-3.9,28,2.9,1921,-19.7,2.12,0.0,0.0,1,1,0,0,0,1
1745,11/2/2018,198,17,-4.2,47,2.7,2000,-13.8,0.31,0.0,0.0,1,1,0,0,0,1
1747,11/2/2018,147,19,-5.2,66,3.1,2000,-10.5,0.0,0.0,0.0,1,1,0,0,0,1
1776,13/02/2018,158,0,-5.0,60,1.8,1995,-11.5,0.0,0.0,0.0,1,1,0,0,0,1
1777,13/02/2018,146,1,-5.5,60,1.3,1994,-12.0,0.0,0.0,0.0,1,1,0,0,0,1
1781,13/02/2018,51,5,-6.7,64,1.6,1981,-12.3,0.0,0.0,0.0,1,1,0,0,0,1
1782,13/02/2018,96,6,-7.1,70,1.0,1977,-11.6,0.0,0.0,0.0,1,1,0,0,0,1
1792,13/02/2018,328,16,3.9,41,4.0,1973,-8.1,1.24,0.0,0.0,1,1,0,0,0,1
1796,13/02/2018,323,20,2.3,59,3.8,1981,-4.9,0.0,0.0,0.0,1,1,0,0,0,1
1797,13/02/2018,290,21,2.6,57,3.8,2000,-5.0,0.0,0.0,0.0,1,1,0,0,0,1
1799,13/02/2018,211,23,2.4,59,3.2,2000,-4.8,0.0,0.0,0.0,1,1,0,0,0,1
1801,14/02/2018,213,1,1.3,67,1.2,1738,-4.1,0.0,0.0,0.0,1,1,0,0,0,1
1802,14/02/2018,129,2,1.2,64,0.9,1680,-4.8,0.0,0.0,0.0,1,1,0,0,0,1
1805,14/02/2018,56,5,1.0,68,0.6,1519,-4.2,0.0,0.0,0.0,1,1,0,0,0,1
1807,14/02/2018,292,7,1.3,66,1.1,1534,-4.3,0.0,0.0,0.0,1,1,0,0,0,1
1820,14/02/2018,262,20,2.8,29,2.8,1473,-13.5,0.0,0.0,0.0,1,1,0,0,0,1
1821,14/02/2018,216,21,1.7,27,3.1,1734,-15.3,0.0,0.0,0.0,1,1,0,0,0,1
1823,14/02/2018,160,23,-0.3,35,2.1,1577,-13.9,0.0,0.0,0.0,1,1,0,0,0,1
1838,15/02/2018,270,14,2.9,14,4.3,2000,-22.0,2.29,0.0,0.0,0,1,0,0,0,1
1841,15/02/2018,236,17,2.4,17,3.1,1990,-20.2,0.78,0.0,0.0,0,1,0,0,0,1
1842,15/02/2018,190,18,1.1,18,2.5,2000,-20.6,0.2,0.0,0.0,0,1,0,0,0,1
1847,15/02/2018,92,23,-2.5,31,1.4,1996,-17.3,0.0,0.0,0.0,0,1,0,0,0,1
1858,16/02/2018,78,10,-1.3,32,1.5,1933,-15.9,1.24,0.0,0.0,0,1,0,0,0,1
1862,16/02/2018,196,14,4.2,18,3.3,1976,-18.0,2.25,0.0,0.0,0,1,0,0,0,1
1863,16/02/2018,243,15,4.0,26,3.5,2000,-13.8,1.75,0.0,0.0,0,1,0,0,0,1
1866,16/02/2018,165,18,1.4,56,3.2,1932,-6.4,0.22,0.0,0.0,0,1,0,0,0,1
1871,16/02/2018,84,23,-2.0,51,3.2,1336,-10.8,0.0,0.0,0.0,0,1,0,0,0,1
1873,17/02/2018,71,1,-3.1,36,3.5,2000,-16.0,0.0,0.0,0.0,0,1,0,0,0,1
1874,17/02/2018,56,2,-3.8,30,3.9,2000,-18.8,0.0,0.0,0.0,0,1,0,0,0,1
1876,17/02/2018,20,4,-5.2,28,2.5,2000,-20.9,0.0,0.0,0.0,0,1,0,0,0,1
1880,17/02/2018,80,8,-7.1,30,1.7,1991,-21.7,0.04,0.0,0.0,0,1,0,0,0,1
1882,17/02/2018,103,10,-4.3,21,1.4,1908,-23.4,1.34,0.0,0.0,0,1,0,0,0,1
1884,17/02/2018,183,12,-1.3,17,1.5,1998,-23.2,2.28,0.0,0.0,0,1,0,0,0,1
1890,17/02/2018,223,18,-0.3,17,1.9,2000,-22.4,0.2,0.0,0.0,0,1,0,0,0,1
1896,18/02/2018,99,0,-3.6,33,1.7,2000,-17.5,0.0,0.0,0.0,1,1,0,0,0,1
1903,18/02/2018,52,7,-4.6,31,1.2,2000,-19.2,0.0,0.0,0.0,1,1,0,0,0,1
1904,18/02/2018,92,8,-4.8,31,0.8,2000,-19.3,0.02,0.0,0.0,1,1,0,0,0,1
1909,18/02/2018,337,13,3.7,17,1.4,2000,-19.1,1.98,0.0,0.0,1,1,0,0,0,1
1913,18/02/2018,354,17,4.2,17,2.5,1990,-18.7,0.66,0.0,0.0,1,1,0,0,0,1
1924,19/02/2018,50,4,-1.9,44,0.7,1907,-12.5,0.0,0.0,0.0,1,1,0,0,0,1
1932,19/02/2018,361,12,4.7,43,2.1,1131,-6.8,1.38,0.0,0.0,1,1,0,0,0,1
1937,19/02/2018,522,17,5.7,36,3.0,1073,-8.2,0.57,0.0,0.0,1,1,0,0,0,1
1938,19/02/2018,819,18,4.7,43,2.4,938,-6.8,0.19,0.0,0.0,1,1,0,0,0,1
1963,20/02/2018,522,19,2.5,21,2.2,2000,-17.6,0.0,0.0,0.0,1,1,0,0,0,1
1967,20/02/2018,242,23,-0.5,26,3.3,2000,-17.7,0.0,0.0,0.0,1,1,0,0,0,1
1968,21/02/2018,171,0,-1.4,28,3.4,1990,-17.6,0.0,0.0,0.0,1,1,0,0,0,1
1971,21/02/2018,59,3,-3.4,32,0.9,1977,-17.7,0.0,0.0,0.0,1,1,0,0,0,1
1973,21/02/2018,63,5,-4.0,35,1.8,2000,-17.2,0.0,0.0,0.0,1,1,0,0,0,1
1988,21/02/2018,356,20,-1.1,43,1.5,2000,-12.1,0.0,0.0,0.0,1,1,0,0,0,1
2003,22/02/2018,308,11,2.7,44,0.9,1761,-8.3,1.45,0.0,0.0,1,1,0,0,0,1
2007,22/02/2018,356,15,5.0,49,4.4,1138,-4.8,0.96,0.0,0.0,1,1,0,0,0,1
2015,22/02/2018,202,23,2.9,63,2.6,1253,-3.4,0.0,0.0,0.0,1,1,0,0,0,1
2020,23/02/2018,36,4,1.1,96,2.5,241,0.5,0.0,0.0,3.9,1,1,0,0,0,1
2022,23/02/2018,63,6,0.4,95,0.3,197,-0.3,0.0,0.0,3.8,1,1,0,0,0,1
2023,23/02/2018,174,7,-0.1,97,0.5,179,-0.5,0.0,0.0,3.8,1,1,0,0,0,1
2028,23/02/2018,283,12,5.3,70,0.9,226,0.2,1.73,0.0,1.7,1,1,0,0,0,1
2035,23/02/2018,421,19,6.9,73,3.7,369,2.3,0.0,0.0,0.0,1,1,0,0,0,1
2037,23/02/2018,321,21,6.0,79,2.7,306,2.6,0.0,0.0,0.0,1,1,0,0,0,1
2040,24/02/2018,226,0,4.6,82,3.0,240,1.7,0.0,0.0,0.0,1,1,0,0,0,1
2045,24/02/2018,58,5,1.8,84,2.7,214,-0.6,0.0,0.0,0.0,1,1,0,0,0,1
2046,24/02/2018,72,6,1.2,83,2.5,245,-1.3,0.0,0.0,0.0,1,1,0,0,0,1
2050,24/02/2018,259,10,0.8,60,2.9,497,-6.0,0.71,0.0,0.0,1,1,0,0,0,1
2051,24/02/2018,298,11,2.2,50,2.4,608,-7.1,1.1,0.0,0.0,1,1,0,0,0,1
2056,24/02/2018,509,16,5.9,21,3.0,1864,-14.8,1.34,0.0,0.0,1,1,0,0,0,1
2061,24/02/2018,232,21,0.7,31,1.3,1923,-14.5,0.0,0.0,0.0,1,1,0,0,0,1
2068,25/02/2018,52,4,-1.1,43,0.7,1558,-12.1,0.0,0.0,0.0,1,1,0,0,0,1
2073,25/02/2018,173,9,-0.3,48,1.1,1394,-10.0,0.43,0.0,0.0,1,1,0,0,0,1
2083,25/02/2018,297,19,3.1,40,2.6,1804,-9.2,0.01,0.0,0.0,1,1,0,0,0,1
2086,25/02/2018,230,22,0.0,54,2.5,1929,-8.2,0.0,0.0,0.0,1,1,0,0,0,1
2093,26/02/2018,65,5,-2.5,73,0.8,1134,-6.6,0.0,0.0,0.0,1,1,0,0,0,1
2097,26/02/2018,416,9,-1.1,53,0.9,1308,-9.4,0.72,0.0,0.0,1,1,0,0,0,1
2098,26/02/2018,289,10,1.9,46,1.1,1233,-8.5,1.39,0.0,0.0,1,1,0,0,0,1
2099,26/02/2018,356,11,4.6,37,1.6,1309,-8.8,1.95,0.0,0.0,1,1,0,0,0,1
2107,26/02/2018,619,19,5.5,30,2.7,1150,-10.7,0.01,0.0,0.0,1,1,0,0,0,1
2113,27/02/2018,213,1,2.1,44,0.9,1107,-8.9,0.0,0.0,0.0,1,1,0,0,0,1
2116,27/02/2018,62,4,0.9,46,0.8,1140,-9.4,0.0,0.0,0.0,1,1,0,0,0,1
2119,27/02/2018,443,7,1.3,47,0.7,1084,-8.7,0.0,0.0,0.0,1,1,0,0,0,1
2120,27/02/2018,767,8,2.0,51,0.7,990,-7.0,0.0,0.0,0.0,1,1,0,0,0,1
2121,27/02/2018,455,9,2.5,51,1.0,866,-6.6,0.07,0.0,0.0,1,1,0,0,0,1
2127,27/02/2018,402,15,6.7,48,0.8,817,-3.5,0.39,0.0,0.0,1,1,0,0,0,1
2129,27/02/2018,529,17,6.8,57,1.0,623,-1.1,0.16,0.0,0.0,1,1,0,0,0,1
2130,27/02/2018,897,18,6.6,62,0.8,522,-0.1,0.05,0.0,0.0,1,1,0,0,0,1
2136,28/02/2018,266,0,5.1,52,1.1,614,-3.9,0.0,0.0,0.0,1,1,0,0,0,1
2138,28/02/2018,174,2,5.2,54,1.3,516,-3.3,0.0,0.0,0.0,1,1,0,0,0,1
2144,28/02/2018,816,8,5.7,57,2.5,458,-2.1,0.04,0.0,0.0,1,1,0,0,0,1
2156,28/02/2018,8,20,2.7,96,1.5,1479,2.1,0.0,0.0,0.0,1,1,0,0,0,1
2159,28/02/2018,23,23,1.8,96,1.2,745,1.2,0.0,0.0,0.0,1,1,0,0,0,1
2163,1/3/2018,92,3,1.6,97,2.3,469,1.1,0.0,0.1,0.0,0,1,0,1,0,0
2167,1/3/2018,61,7,2.6,89,4.3,320,0.9,0.0,0.0,0.0,0,1,0,1,0,0
2170,1/3/2018,191,10,0.1,53,5.3,1022,-8.3,1.12,0.0,0.0,0,1,0,1,0,0
2173,1/3/2018,358,13,1.4,37,4.0,1681,-11.7,2.95,0.0,0.0,0,1,0,1,0,0
2191,2/3/2018,401,7,-6.6,52,0.5,1555,-14.8,0.0,0.0,0.0,1,1,0,1,0,0
2195,2/3/2018,343,11,0.1,30,1.8,1640,-15.4,2.19,0.0,0.0,1,1,0,1,0,0
2199,2/3/2018,463,15,4.3,22,1.3,1837,-15.6,2.48,0.0,0.0,1,1,0,1,0,0
2202,2/3/2018,854,18,3.5,22,0.9,1961,-16.2,0.43,0.0,0.0,1,1,0,1,0,0
2206,2/3/2018,414,22,0.5,38,0.9,1907,-12.2,0.0,0.0,0.0,1,1,0,1,0,0
2208,3/3/2018,218,0,0.5,34,0.4,1889,-13.5,0.0,0.0,0.0,1,1,0,1,0,0
2218,3/3/2018,354,10,5.1,27,1.2,1563,-12.4,1.54,0.0,0.0,1,1,0,1,0,0
2222,3/3/2018,1025,14,14.4,14,1.4,1833,-12.8,2.66,0.0,0.0,1,1,0,1,0,0
2225,3/3/2018,1197,17,15.0,22,2.5,1946,-6.5,0.96,0.0,0.0,1,1,0,1,0,0
2233,4/3/2018,118,1,8.3,91,0.1,282,6.9,0.0,0.0,0.0,1,1,0,1,0,0
2236,4/3/2018,34,4,8.8,95,0.2,218,8.0,0.0,0.0,0.0,1,1,0,1,0,0
2238,4/3/2018,20,6,8.6,96,0.7,224,7.9,0.0,0.2,0.0,1,1,0,1,0,0
2246,4/3/2018,475,14,11.2,83,1.1,518,8.4,0.45,0.0,0.0,1,1,0,1,0,0
2251,4/3/2018,289,19,11.2,81,2.3,1614,8.0,0.0,0.0,0.0,1,1,0,1,0,0
2253,4/3/2018,7,21,10.6,89,2.1,606,8.8,0.0,2.0,0.0,1,1,0,1,0,0
2256,5/3/2018,22,0,7.6,88,2.5,1974,5.7,0.0,9.0,0.0,1,1,0,1,0,0
2264,5/3/2018,184,8,3.6,88,2.3,2000,1.7,0.03,0.0,0.0,1,1,0,1,0,0
2274,5/3/2018,1155,18,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,1,1,0,1,0,0
2276,5/3/2018,578,20,4.3,57,1.3,2000,-3.4,0.0,0.0,0.0,1,1,0,1,0,0
2282,6/3/2018,122,2,0.3,71,0.9,1999,-4.3,0.0,0.0,0.0,1,1,0,1,0,0
2283,6/3/2018,82,3,0.1,71,0.4,2000,-4.5,0.0,0.0,0.0,1,1,0,1,0,0
2286,6/3/2018,214,6,-1.0,77,0.4,1578,-4.5,0.0,0.0,0.0,1,1,0,1,0,0
2289,6/3/2018,556,9,1.2,62,0.8,1338,-5.2,0.85,0.0,0.0,1,1,0,1,0,0
2291,6/3/2018,475,11,6.3,41,1.3,1519,-6.0,2.12,0.0,0.0,1,1,0,1,0,0
2292,6/3/2018,504,12,8.5,34,1.9,1876,-6.4,2.55,0.0,0.0,1,1,0,1,0,0
2295,6/3/2018,616,15,10.1,24,1.8,1839,-9.6,2.12,0.0,0.0,1,1,0,1,0,0
2304,7/3/2018,289,0,2.8,45,1.7,1493,-7.9,0.0,0.0,0.0,1,1,0,1,0,0
2305,7/3/2018,194,1,2.8,46,2.0,1709,-7.6,0.0,0.0,0.0,1,1,0,1,0,0
2309,7/3/2018,97,5,2.5,63,1.3,1987,-3.8,0.0,0.0,0.0,1,1,0,1,0,0
2313,7/3/2018,566,9,3.8,58,2.0,1785,-3.7,0.49,0.0,0.0,1,1,0,1,0,0
2316,7/3/2018,550,12,9.6,39,1.8,1982,-3.7,2.09,0.0,0.0,1,1,0,1,0,0
2317,7/3/2018,509,13,9.9,39,1.9,1911,-3.4,1.61,0.0,0.0,1,1,0,1,0,0
2321,7/3/2018,849,17,10.4,37,1.0,2000,-3.6,0.67,0.0,0.0,1,1,0,1,0,0
2322,7/3/2018,1365,18,9.6,42,2.0,2000,-2.7,0.14,0.0,0.0,1,1,0,1,0,0
2326,7/3/2018,147,22,7.2,60,1.4,1928,0.0,0.0,0.0,0.0,1,1,0,1,0,0
2333,8/3/2018,17,5,3.1,90,1.2,974,1.6,0.0,0.0,0.0,1,1,0,1,0,0
2344,8/3/2018,594,16,9.5,56,3.1,994,1.1,1.1,0.0,0.0,1,1,0,1,0,0
2349,8/3/2018,533,21,3.1,74,3.2,465,-1.0,0.0,0.0,0.0,1,1,0,1,0,0
2352,9/3/2018,272,0,3.0,72,2.3,473,-1.5,0.0,0.0,0.0,1,1,0,1,0,0
2353,9/3/2018,228,1,2.8,73,2.6,413,-1.5,0.0,0.0,0.0,1,1,0,1,0,0
2354,9/3/2018,155,2,2.8,74,1.2,415,-1.3,0.0,0.0,0.0,1,1,0,1,0,0
2356,9/3/2018,66,4,2.5,76,1.0,403,-1.3,0.0,0.0,0.0,1,1,0,1,0,0
2360,9/3/2018,1041,8,1.8,67,0.7,1917,-3.6,0.19,0.0,0.0,1,1,0,1,0,0
2363,9/3/2018,444,11,5.9,51,0.7,1866,-3.4,0.91,0.0,0.0,1,1,0,1,0,0
2371,9/3/2018,718,19,5.4,60,3.9,990,-1.7,0.02,0.0,0.0,1,1,0,1,0,0
2376,10/3/2018,328,0,2.1,74,1.4,970,-2.0,0.0,0.0,0.0,1,1,0,1,0,0
2386,10/3/2018,416,10,3.5,65,2.4,539,-2.4,0.87,0.0,0.0,1,1,0,1,0,0
2387,10/3/2018,497,11,5.7,58,2.3,700,-1.9,2.08,0.0,0.0,1,1,0,1,0,0
2391,10/3/2018,931,15,8.1,36,4.7,1964,-6.1,2.23,0.0,0.0,1,1,0,1,0,0
2395,10/3/2018,573,19,5.3,67,2.6,1314,-0.3,0.02,0.0,0.0,1,1,0,1,0,0
2398,10/3/2018,421,22,5.0,75,2.2,1084,0.9,0.0,0.0,0.0,1,1,0,1,0,0
2410,11/3/2018,394,10,5.9,69,2.6,330,0.6,1.43,0.0,0.0,1,1,0,1,0,0
2414,11/3/2018,1154,14,11.6,20,2.7,1647,-10.6,2.69,0.0,0.0,1,1,0,1,0,0
2418,11/3/2018,776,18,9.4,22,2.9,1995,-11.2,0.55,0.0,0.0,1,1,0,1,0,0
2422,11/3/2018,419,22,5.3,31,2.3,1842,-10.5,0.0,0.0,0.0,1,1,0,1,0,0
2428,12/3/2018,47,4,2.8,52,0.6,1249,-6.1,0.0,0.0,0.0,1,1,0,1,0,0
2435,12/3/2018,463,11,9.2,33,1.1,892,-6.2,1.54,0.0,0.0,1,1,0,1,0,0
2437,12/3/2018,588,13,13.6,34,1.8,458,-1.9,2.23,0.0,0.0,1,1,0,1,0,0
2442,12/3/2018,1425,18,12.2,43,2.8,463,0.0,0.41,0.0,0.0,1,1,0,1,0,0
2454,13/03/2018,252,6,7.0,58,0.7,537,-0.7,0.0,0.0,0.0,1,1,0,1,0,0
2458,13/03/2018,428,10,10.9,40,0.5,714,-2.1,0.55,0.0,0.0,1,1,0,1,0,0
2463,13/03/2018,815,15,18.6,47,3.3,1560,7.0,2.08,0.0,0.0,1,1,0,1,0,0
2467,13/03/2018,1224,19,14.1,77,2.0,1240,10.1,0.04,0.0,0.0,1,1,0,1,0,0
2469,13/03/2018,982,21,13.7,79,2.0,1035,10.1,0.0,0.0,0.0,1,1,0,1,0,0
2474,14/03/2018,226,2,13.8,70,1.3,1363,8.4,0.0,0.0,0.0,1,1,0,1,0,0
2482,14/03/2018,552,10,15.7,58,1.3,1980,7.4,0.69,0.0,0.0,1,1,0,1,0,0
2489,14/03/2018,1325,17,20.5,49,3.5,2000,9.4,1.18,0.0,0.0,1,1,0,1,0,0
2492,14/03/2018,1275,20,17.2,60,2.5,1993,9.3,0.0,0.0,0.0,1,1,0,1,0,0
2495,14/03/2018,587,23,16.1,69,1.8,1666,10.4,0.0,0.0,0.0,1,1,0,1,0,0
2496,15/03/2018,466,0,16.0,69,2.4,1863,10.3,0.0,0.0,0.0,1,1,0,1,0,0
2499,15/03/2018,51,3,16.5,69,2.4,1659,10.7,0.0,0.0,0.0,1,1,0,1,0,0
2502,15/03/2018,10,6,14.4,96,0.7,453,13.7,0.0,8.0,0.0,1,1,0,1,0,0
2503,15/03/2018,15,7,14.3,97,0.3,189,13.8,0.0,0.0,0.0,1,1,0,1,0,0
2504,15/03/2018,39,8,14.1,97,1.1,342,13.6,0.0,0.0,0.0,1,1,0,1,0,0
2508,15/03/2018,204,12,13.3,97,2.9,771,12.8,0.19,2.0,0.0,1,1,0,1,0,0
2511,15/03/2018,329,15,11.6,97,3.4,117,11.1,0.26,0.0,0.0,1,1,0,1,0,0
2512,15/03/2018,214,16,10.7,98,1.2,196,10.3,0.14,0.0,0.0,1,1,0,1,0,0
2514,15/03/2018,676,18,10.4,98,2.5,116,10.0,0.03,0.0,0.0,1,1,0,1,0,0
2515,15/03/2018,606,19,10.4,98,2.0,391,10.0,0.0,0.0,0.0,1,1,0,1,0,0
2520,16/03/2018,287,0,8.4,86,2.2,2000,6.1,0.0,0.0,0.0,1,1,0,1,0,0
